item_id,property,value
northern-shoveler,Order,"Anseriformes"
northern-shoveler,PIF Pop Est,"4548300"
northern-shoveler,Plan,"North American Waterfowl Management Plan 2018"
northern-shoveler,Scientific Name,"Spatula clypeata"
northern-shoveler,Species Taxonomy,"clypeata"
northern-shoveler,WAP15 ID,"ncwap15-spp-northern-shoveler"
northern-shoveler,NC Present,"NC"
northern-shoveler,WAP Management Concern,"1"
northern-shoveler,Present Wintering,"1"
northern-shoveler,WAP Evaluated,"1"
olive-sided-flycatcher,AOS4 Code,"OSFL"
olive-sided-flycatcher,AOS59 Code,"1291"
olive-sided-flycatcher,AOS6 Code,"CONCOO"
olive-sided-flycatcher,AOS60 Code,"1127"
olive-sided-flycatcher,Avibase Code,"951C150C10C1B0BA"
olive-sided-flycatcher,Common Name,"Olive-sided Flycatcher"
olive-sided-flycatcher,eBird Code,"olsfly"
olive-sided-flycatcher,Family,"Tyrannidae"
olive-sided-flycatcher,Genus,"Contopus"
olive-sided-flycatcher,Order,"Passeriformes"
olive-sided-flycatcher,PIF Half Life,"24"
olive-sided-flycatcher,PIF Pop Est,"1916763"
olive-sided-flycatcher,Plan,"Golden-winged WarblerStatus Review And Conservation Plan 2012"
olive-sided-flycatcher,Scientific Name,"Contopus cooperi"
olive-sided-flycatcher,Species Taxonomy,"cooperi"
olive-sided-flycatcher,WAP15 ID,"ncwap15-spp-olive-sided-flycatcher"
olive-sided-flycatcher,NC Present,"NC"
olive-sided-flycatcher,SGCN,"1"
olive-sided-flycatcher,WAP Knowledge Concern,"1"
olive-sided-flycatcher,Present Wintering,"1"
olive-sided-flycatcher,WAP Evaluated,"1"
orange-crowned-warbler,AOS4 Code,"OCWA"
orange-crowned-warbler,AOS59 Code,"1960"
orange-crowned-warbler,AOS6 Code,"LEICEL"
orange-crowned-warbler,AOS60 Code,"13771"
orange-crowned-warbler,Avibase Code,"FFF6108042E63910"
orange-crowned-warbler,Common Name,"Orange-crowned Warbler"
orange-crowned-warbler,eBird Code,"orcwar"
orange-crowned-warbler,Family,"Parulidae"
orange-crowned-warbler,Genus,"Leiothlypis"
orange-crowned-warbler,Order,"Passeriformes"
orange-crowned-warbler,PIF Pop Est,"81919229"
orange-crowned-warbler,Scientific Name,"Leiothlypis celata"
orange-crowned-warbler,Species Taxonomy,"celata"
orange-crowned-warbler,WAP15 ID,"ncwap15-spp-orange-crowned-warbler"
orange-crowned-warbler,NC Present,"NC"
orange-crowned-warbler,WAP Knowledge Concern,"1"
orange-crowned-warbler,Present Wintering,"1"
orange-crowned-warbler,WAP Evaluated,"1"
orchard-oriole,AOS4 Code,"OROR"
orchard-oriole,AOS59 Code,"1909"
orchard-oriole,AOS6 Code,"ICTSPU"
orchard-oriole,AOS60 Code,"1804"
orchard-oriole,Avibase Code,"000482C9FC0553CD"
orchard-oriole,Common Name,"Orchard Oriole"
orchard-oriole,eBird Code,"orcori"
orchard-oriole,Family,"Icteridae"
orchard-oriole,Genus,"Icterus"
orchard-oriole,Order,"Passeriformes"
orchard-oriole,PIF Pop Est,"10894813"
orchard-oriole,Scientific Name,"Icterus spurius"
orchard-oriole,Species Taxonomy,"spurius"
orchard-oriole,WAP15 ID,"ncwap15-spp-orchard-oriole"
orchard-oriole,NC Present,"NC"
orchard-oriole,Present Breeding,"1"
orchard-oriole,WAP Evaluated,"1"
osprey,AOS4 Code,"OSPR"
osprey,AOS59 Code,"770"
osprey,AOS6 Code,"PANHAL"
osprey,AOS60 Code,"2005"
osprey,Avibase Code,"1327AC55AA9D579B"
osprey,Common Name,"Osprey"
osprey,eBird Code,"osprey"
osprey,Family,"Pandionidae"
osprey,Genus,"Pandion"
osprey,Order,"Accipitriformes"
osprey,PIF Pop Est,"399228"
osprey,Scientific Name,"Pandion haliaetus"
osprey,Species Taxonomy,"haliaetus"
osprey,WAP15 ID,"ncwap15-spp-osprey"
osprey,NC Present,"NC"
osprey,Present Breeding,"1"
osprey,WAP Evaluated,"1"
ovenbird,AOS4 Code,"OVEN"
ovenbird,AOS59 Code,"1947"
ovenbird,AOS6 Code,"SEIAUR"
ovenbird,AOS60 Code,"1580"
ovenbird,Avibase Code,"CEA5B6AA48218C8A"
ovenbird,Common Name,"Ovenbird"
ovenbird,eBird Code,"ovenbi1"
ovenbird,Family,"Parulidae"
ovenbird,Genus,"Seiurus"
ovenbird,Order,"Passeriformes"
ovenbird,PIF Pop Est,"26312390"
ovenbird,Plan,"Improving Habitat For Forest Thrushes 2003"
ovenbird,Scientific Name,"Seiurus aurocapilla"
ovenbird,Species Taxonomy,"aurocapilla"
ovenbird,WAP15 ID,"ncwap15-spp-ovenbird"
ovenbird,NC Present,"NC"
ovenbird,Present Breeding,"1"
ovenbird,WAP Evaluated,"1"
pectoral-sandpiper,AOS4 Code,"PESA"
pectoral-sandpiper,AOS59 Code,"505"
pectoral-sandpiper,AOS6 Code,"CALMET"
pectoral-sandpiper,AOS60 Code,"438"
pectoral-sandpiper,Avibase Code,"ACC99F35F0E8F7EB"
pectoral-sandpiper,Common Name,"Pectoral Sandpiper"
pectoral-sandpiper,eBird Code,"pecsan"
pectoral-sandpiper,Family,"Scolopacidae"
pectoral-sandpiper,Genus,"Calidris"
pectoral-sandpiper,Order,"Charadriiformes"
pectoral-sandpiper,PIF Pop Est,"1600000"
pectoral-sandpiper,Scientific Name,"Calidris melanotos"
pectoral-sandpiper,Species Taxonomy,"melanotos"
pectoral-sandpiper,WAP15 ID,"ncwap15-spp-pectoral-sandpiper"
pectoral-sandpiper,NC Present,"NC"
pectoral-sandpiper,Present Wintering,"1"
pectoral-sandpiper,WAP Evaluated,"1"
peregrine-falcon,AOS4 Code,"PEFA"
peregrine-falcon,AOS59 Code,"1006"
peregrine-falcon,AOS6 Code,"FALPER"
peregrine-falcon,AOS60 Code,"331"
peregrine-falcon,Avibase Code,"5A9A42C1DF7154B8"
peregrine-falcon,Common Name,"Peregrine Falcon"
peregrine-falcon,eBird Code,"perfal"
peregrine-falcon,Family,"Falconidae"
peregrine-falcon,Genus,"Falco"
peregrine-falcon,Order,"Falconiformes"
peregrine-falcon,PIF Pop Est,"40000"
peregrine-falcon,Plan,"Status Review And Conservation Recommendations For The Gull-Billed Tern In North America 2010"
peregrine-falcon,Scientific Name,"Falco peregrinus"
peregrine-falcon,Species Taxonomy,"peregrinus"
peregrine-falcon,State Status,"endangered"
peregrine-falcon,WAP15 ID,"ncwap15-spp-peregrine-falcon"
peregrine-falcon,NC Present,"NC"
peregrine-falcon,SGCN,"1"
peregrine-falcon,WAP Management Concern,"1"
peregrine-falcon,Present Breeding,"1"
peregrine-falcon,Present Wintering,"1"
peregrine-falcon,WAP Evaluated,"1"
pine-siskin,AOS4 Code,"PISI"
pine-siskin,AOS59 Code,"1763"
pine-siskin,AOS6 Code,"SPIPIN"
pine-siskin,AOS60 Code,"1860"
pine-siskin,Avibase Code,"B48335B1DF4EF710"
pine-siskin,Common Name,"Pine Siskin"
pine-siskin,eBird Code,"pinsis"
pine-siskin,Family,"Fringillidae"
pine-siskin,Genus,"Spinus"
pine-siskin,Order,"Passeriformes"
pine-siskin,PIF Half Life,"23"
pine-siskin,PIF Pop Est,"44719558"
pine-siskin,Scientific Name,"Spinus pinus"
pine-siskin,Species Taxonomy,"pinus"
pine-siskin,WAP15 ID,"ncwap15-spp-pine-siskin"
pine-siskin,NC Present,"NC"
pine-siskin,WAP Knowledge Concern,"1"
pine-siskin,WAP Management Concern,"1"
pine-siskin,Present Breeding,"1"
pine-siskin,Present Wintering,"1"
pine-siskin,WAP Evaluated,"1"
pine-warbler,AOS4 Code,"PIWA"
pine-warbler,AOS59 Code,"1998"
pine-warbler,AOS6 Code,"SETPIN"
pine-warbler,AOS60 Code,"1563"
pine-warbler,Avibase Code,"6283E61EEF174882"
pine-warbler,Common Name,"Pine Warbler"
pine-warbler,eBird Code,"pinwar"
pine-warbler,Family,"Parulidae"
pine-warbler,Genus,"Setophaga"
pine-warbler,Order,"Passeriformes"
pine-warbler,PIF Pop Est,"13108682"
pine-warbler,Plan,"Golden-winged WarblerStatus Review And Conservation Plan 2012"
pine-warbler,Scientific Name,"Setophaga pinus"
pine-warbler,Species Taxonomy,"pinus"
pine-warbler,WAP15 ID,"ncwap15-spp-pine-warbler"
pine-warbler,NC Present,"NC"
pine-warbler,Present Breeding,"1"
pine-warbler,Present Wintering,"1"
pine-warbler,WAP Evaluated,"1"
prairie-warbler,AOS4 Code,"PRAW"
prairie-warbler,AOS59 Code,"2003"
prairie-warbler,AOS6 Code,"SETDIS"
prairie-warbler,AOS60 Code,"1565"
prairie-warbler,Avibase Code,"E36325FA08B46EEF"
prairie-warbler,Common Name,"Prairie Warbler"
prairie-warbler,eBird Code,"prawar"
prairie-warbler,Family,"Parulidae"
prairie-warbler,Genus,"Setophaga"
prairie-warbler,Order,"Passeriformes"
prairie-warbler,PIF Half Life,"70"
prairie-warbler,PIF Pop Est,"3555356"
prairie-warbler,Plan,"Golden-winged WarblerStatus Review And Conservation Plan 2012"
prairie-warbler,Scientific Name,"Setophaga discolor"
prairie-warbler,Species Taxonomy,"discolor"
prairie-warbler,WAP15 ID,"ncwap15-spp-prairie-warbler"
prairie-warbler,NC Present,"NC"
prairie-warbler,SGCN,"1"
prairie-warbler,Present Breeding,"1"
prairie-warbler,WAP Evaluated,"1"
prothonotary-warbler,AOS4 Code,"PROW"
prothonotary-warbler,AOS59 Code,"1955"
prothonotary-warbler,AOS6 Code,"PROCIT"
prothonotary-warbler,AOS60 Code,"1577"
prothonotary-warbler,Audubon Conservation Plan,"1"
prothonotary-warbler,Avibase Code,"4D08EE7E80D2E275"
prothonotary-warbler,Common Name,"Prothonotary Warbler"
prothonotary-warbler,eBird Code,"prowar"
prothonotary-warbler,Family,"Parulidae"
prothonotary-warbler,Genus,"Protonotaria"
prothonotary-warbler,Order,"Passeriformes"
prothonotary-warbler,PIF Pop Est,"2069931"
prothonotary-warbler,Scientific Name,"Protonotaria citrea"
prothonotary-warbler,Species Taxonomy,"citrea"
prothonotary-warbler,WAP15 ID,"ncwap15-spp-prothonotary-warbler"
prothonotary-warbler,Audubon Priority,"1"
prothonotary-warbler,NC Present,"NC"
prothonotary-warbler,SGCN,"1"
prothonotary-warbler,Present Breeding,"1"
prothonotary-warbler,WAP Evaluated,"1"
red-bellied-woodpecker,AOS4 Code,"RBWO"
red-bellied-woodpecker,AOS59 Code,"951"
red-bellied-woodpecker,AOS6 Code,"MELCAR"
red-bellied-woodpecker,AOS60 Code,"953"
red-bellied-woodpecker,Avibase Code,"078557F2A5FB88C8"
red-bellied-woodpecker,Common Name,"Red-bellied Woodpecker"
red-bellied-woodpecker,eBird Code,"rebwoo"
red-bellied-woodpecker,Family,"Picidae"
red-bellied-woodpecker,Genus,"Melanerpes"
red-bellied-woodpecker,Order,"Piciformes"
red-bellied-woodpecker,PIF Pop Est,"15518241"
red-bellied-woodpecker,Scientific Name,"Melanerpes carolinus"
red-bellied-woodpecker,Species Taxonomy,"carolinus"
red-bellied-woodpecker,WAP15 ID,"ncwap15-spp-red-bellied-woodpecker"
red-bellied-woodpecker,NC Present,"NC"
red-bellied-woodpecker,Present Breeding,"1"
red-bellied-woodpecker,Present Wintering,"1"
red-bellied-woodpecker,WAP Evaluated,"1"
red-breasted-merganser,AOS4 Code,"RBME"
red-breasted-merganser,AOS59 Code,"78"
red-breasted-merganser,AOS6 Code,"MERSER"
red-breasted-merganser,AOS60 Code,"73"
red-breasted-merganser,Avibase Code,"8DB64266A42FC19B"
red-breasted-merganser,Common Name,"Red-breasted Merganser"
red-breasted-merganser,eBird Code,"rebmer"
red-breasted-merganser,Family,"Anatidae"
red-breasted-merganser,Genus,"Mergus"
red-breasted-merganser,Order,"Anseriformes"
red-breasted-merganser,PIF Pop Est,"350000"
red-breasted-merganser,Scientific Name,"Mergus serrator"
red-breasted-merganser,Species Taxonomy,"serrator"
red-breasted-merganser,WAP15 ID,"ncwap15-spp-red-breasted-merganser"
red-breasted-merganser,NC Present,"NC"
red-breasted-merganser,WAP Management Concern,"1"
red-breasted-merganser,Present Wintering,"1"
red-breasted-merganser,WAP Evaluated,"1"
red-breasted-nuthatch,AOS4 Code,"RBNU"
red-breasted-nuthatch,AOS59 Code,"1449"
red-breasted-nuthatch,AOS6 Code,"SITCAN"
red-breasted-nuthatch,AOS60 Code,"1347"
red-breasted-nuthatch,Avibase Code,"0716A71C439DC09E"
red-breasted-nuthatch,Common Name,"Red-breasted Nuthatch"
red-breasted-nuthatch,eBird Code,"rebnut"
red-breasted-nuthatch,Family,"Sittidae"
red-breasted-nuthatch,Genus,"Sitta"
red-breasted-nuthatch,Order,"Passeriformes"
red-breasted-nuthatch,PIF Pop Est,"19689413"
red-breasted-nuthatch,Scientific Name,"Sitta canadensis"
red-breasted-nuthatch,Species Taxonomy,"canadensis"
red-breasted-nuthatch,WAP15 ID,"ncwap15-spp-red-breasted-nuthatch"
red-breasted-nuthatch,NC Present,"NC"
red-breasted-nuthatch,WAP Knowledge Concern,"1"
red-breasted-nuthatch,Present Breeding,"1"
red-breasted-nuthatch,Present Wintering,"1"
red-breasted-nuthatch,WAP Evaluated,"1"
reddish-egret,AOS4 Code,"REEG"
reddish-egret,AOS59 Code,"747"
reddish-egret,AOS6 Code,"EGRRUF"
reddish-egret,AOS60 Code,"235"
reddish-egret,Avibase Code,"D8A24A3EDDC19AA4"
reddish-egret,Common Name,"Reddish Egret"
reddish-egret,eBird Code,"redegr"
reddish-egret,Family,"Ardeidae"
reddish-egret,Genus,"Egretta"
reddish-egret,Order,"Pelecaniformes"
reddish-egret,PIF Pop Est,"4000"
reddish-egret,Plan,"North American Waterbird Conservation Plan 2002"
reddish-egret,Scientific Name,"Egretta rufescens"
reddish-egret,Species Taxonomy,"rufescens"
reddish-egret,WAP15 ID,"ncwap15-spp-reddish-egret"
reddish-egret,NC Present,"NC"
reddish-egret,WAP Knowledge Concern,"1"
reddish-egret,WAP Management Concern,"1"
reddish-egret,Present Wintering,"1"
reddish-egret,WAP Evaluated,"1"
ncwap15-4.3.2-conservation-programs-and-partnerships-priority-1,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.2-conservation-programs-and-partnerships-priority-1,Text,"Protect inland tidal freshwater wetlands, which will become extensive estuarine communities in the future, and allow the barrier islands to migrate and new inlets to form."
ncwap15-4.3.2-conservation-programs-and-partnerships-priority-1,NCWAP15 Index,"4.3.2"
ncwap15-4.3.2-conservation-programs-and-partnerships-priority-2,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.2-conservation-programs-and-partnerships-priority-2,Text,"Implement conservation measures outlined in the Albemarle–Pamlico National Estuary Partnership (see http://portal.ncdenr.org/web/apnep)."
ncwap15-4.3.2-conservation-programs-and-partnerships-priority-2,NCWAP15 Index,"4.3.2"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-3,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-3,Text,"Initiate partnerships with the Natural Resources Conservation Service to begin cane restoration projects and research."
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-3,NCWAP15 Index,"4.3.5"
ncwap15-4.3.3-conservation-programs-and-partnerships-priority-4,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.3-conservation-programs-and-partnerships-priority-4,Text,"Work to develop eight patches of forested wetlands at least 10,000 acres in size throughout the South [[Atlantic Coastal Plain]], as called for in the South [[Atlantic Coastal Plain]] Partners in Flight Bird Conservation Plan (Hunter et al. 2001b)."
ncwap15-4.3.3-conservation-programs-and-partnerships-priority-4,NCWAP15 Index,"4.3.3"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-5,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-5,Text,"Make an attempt to protect waterbird nesting colonies. Continue cooperative efforts with colonial waterbird (wading bird) working groups and follow future management recommendations from the North American Waterbird Management Plan (Kushlan et al. 2002)."
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-5,NCWAP15 Index,"4.3.5"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-6,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-6,Text,"Make efforts to retain old growth floodplain forest for chimney swifts, bats, and herpetofauna."
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-6,NCWAP15 Index,"4.3.5"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-7,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-7,Text,"Work to develop eight patches of forested wetlands at least 10,000 acres in size throughout the South [[Atlantic Coastal Plain]], as called for in the South [[Atlantic Coastal Plain]] Partners in Flight Bird Conservation Plan (Hunter et al. 2000b)."
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-7,NCWAP15 Index,"4.3.5"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-8,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-8,Text,"Further expand the Forest Landbird Legacy Program (a cooperative effort between the Commission, the US Fish and Wildlife Service [USFWS], and the Natural Resources Conservation Service) to influence habitat for birds and other wildlife in mature floodplain forest through canopy gap management and other options."
ncwap15-4.3.5-conservation-programs-and-partnerships-priority-8,NCWAP15 Index,"4.3.5"
ncwap15-4.3.4-conservation-programs-and-partnerships-priority-9,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.4-conservation-programs-and-partnerships-priority-9,Text,"Pursue land acquisition and easements through cooperation with land trusts with an effort to increase the width of riparian buffers and create larger patches of connected habitat. Priority should be given to brownwater bottomlands, as these are the most species-rich and are more susceptible to clearcutting and other timber harvest than cypress-gum swamps (i.e., wetter sites) (NCWRC 2005)."
ncwap15-4.3.4-conservation-programs-and-partnerships-priority-9,NCWAP15 Index,"4.3.4"
ncwap15-4.3.4-conservation-programs-and-partnerships-priority-10,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.4-conservation-programs-and-partnerships-priority-10,Text,"Wherever possible, maintenance or restoration of floodplain forest connectivity should be pursued; floodplain forest are important distribution and dispersal corridors for many species (Bailey et al. 2004 in NCWRC 2005)."
ncwap15-4.3.4-conservation-programs-and-partnerships-priority-10,NCWAP15 Index,"4.3.4"
ncwap15-4.3.6-conservation-programs-and-partnerships-priority-11,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.6-conservation-programs-and-partnerships-priority-11,Text,"Acquisition of freshwater tidal marsh habitat in the Currituck Sound area is important."
ncwap15-4.3.6-conservation-programs-and-partnerships-priority-11,NCWAP15 Index,"4.3.6"
ncwap15-4.4.6-conservation-programs-and-partnerships-priority-12,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.6-conservation-programs-and-partnerships-priority-12,Text,"Collaborate with partners to develop a management plan for high-elevation communities."
ncwap15-4.4.6-conservation-programs-and-partnerships-priority-12,NCWAP15 Index,"4.4.6"
ncwap15-4.4.7-conservation-programs-and-partnerships-priority-13,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.7-conservation-programs-and-partnerships-priority-13,Text,"Close sensitive areas at certain times (e.g., during Timber Rattlesnake emergence or [[Peregrine Falcon]] nesting) or permanently to stop direct trampling, loss of habitat to recreation developments, trails, vistas, etc., and indirect human impacts (disturbance)."
ncwap15-4.4.7-conservation-programs-and-partnerships-priority-13,NCWAP15 Index,"4.4.7"
ncwap15-4.4.14-conservation-programs-and-partnerships-priority-14,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.14-conservation-programs-and-partnerships-priority-14,Text,"Pursue reestablishment of maritime forest habitats, including initiation of prescribed burning of appropriate maritime habitats, where possible."
ncwap15-4.4.14-conservation-programs-and-partnerships-priority-14,NCWAP15 Index,"4.4.14"
ncwap15-4.4.9-conservation-programs-and-partnerships-priority-15,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.9-conservation-programs-and-partnerships-priority-15,Text,"Give priority to restoring connections that are lost due to construction of four-lane highways and other roads that create near-impassible barriers for all animals except those capable of flight."
ncwap15-4.4.9-conservation-programs-and-partnerships-priority-15,NCWAP15 Index,"4.4.9"
ncwap15-4.4.12-conservation-programs-and-partnerships-priority-16,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.12-conservation-programs-and-partnerships-priority-16,Text,"Work with partners like Prescribed Fire Council and the Fire Learning Network to reinstate prescribed burning, which is perhaps the most important action that can make oak forests better able to withstand climate change."
ncwap15-4.4.12-conservation-programs-and-partnerships-priority-16,NCWAP15 Index,"4.4.12"
ncwap15-4.3.7-conservation-programs-and-partnerships-priority-17,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.7-conservation-programs-and-partnerships-priority-17,Text,"Restoration efforts may be possible in some cases through partnerships with land trusts, the Nature Conservancy, and state and federal agencies."
ncwap15-4.3.7-conservation-programs-and-partnerships-priority-17,NCWAP15 Index,"4.3.7"
ncwap15-4.4.3-conservation-programs-and-partnerships-priority-18,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.3-conservation-programs-and-partnerships-priority-18,Text,"Increase connectivity among habitat patches, both through acquisition or management of adjacent stands. Preservation of large tracts of minimally disturbed older forests may be key to maintaining forest litter amphibian populations."
ncwap15-4.4.3-conservation-programs-and-partnerships-priority-18,NCWAP15 Index,"4.4.3"
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-19,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-19,Text,"Use landowner incentives to promote extending rotation lengths for timber."
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-19,NCWAP15 Index,"4.4.11"
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-20,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-20,Text,"Concentrate planning for future infrastructure (roads, water lines, etc.) closer to existing development and avoid dissecting larger tracks of unfragmented forest."
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-20,NCWAP15 Index,"4.4.11"
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-21,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-21,Text,"Make attempts to provide large core areas of forest and to connect isolated patches of forests. Cooper (2000) recommends that core areas be at least 16,000 acres in size to produce viable populations of forest-interior birds, like [[Scarlet Tanager]]. Large core areas will be important for reptiles like Eastern Box Turtle and Timber Rattlesnake, which suffer high mortality when crossing roads."
ncwap15-4.4.11-conservation-programs-and-partnerships-priority-21,NCWAP15 Index,"4.4.11"
ncwap15-4.3.8-conservation-programs-and-partnerships-priority-22,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.8-conservation-programs-and-partnerships-priority-22,Text,"Focus land acquisition on consolidating these areas into larger holdings so that they may be managed through fire."
ncwap15-4.3.8-conservation-programs-and-partnerships-priority-22,NCWAP15 Index,"4.3.8"
ncwap15-4.2.13-conservation-programs-and-partnerships-priority-23,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.2.13-conservation-programs-and-partnerships-priority-23,Text,"Limit lakeshoredevelopment at sites where there is no protected buffer land."
ncwap15-4.2.13-conservation-programs-and-partnerships-priority-23,NCWAP15 Index,"4.2.13"
ncwap15-4.2.13-conservation-programs-and-partnerships-priority-24,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.2.13-conservation-programs-and-partnerships-priority-24,Text,"Implement conservation strategies where appropriate to protect downstream reaches of relic dams where there are known populations of priority mussel species."
ncwap15-4.2.13-conservation-programs-and-partnerships-priority-24,NCWAP15 Index,"4.2.13"
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-25,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-25,Text,"Protect smaller tracts that are situated between blocks so they can function as a corridor between conservation sites."
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-25,NCWAP15 Index,"4.4.17"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-26,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-26,Text,"Undertake immediate and continuing efforts to limit water quality deterioration from point sources of pollution as well as nonpoint sources. In general, the most critical conservation actions necessary to sustain populations of riverine habitat species involve protection of water quality and aquatic habitats."
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-26,NCWAP15 Index,"4.2.2"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-26,Habitat,"Category:Aquatic Communities"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-27,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-27,Text,"Protect floodplains and riparian wetlands from development or land uses that interfere with flood control or floodwater attenuation. Changes in flood patterns (frequency and duration) and flooded lands may periodically require updating flood maps to ensure protection of life and property (Band and Salvesen, 2009)."
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-27,NCWAP15 Index,"4.2.2"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-27,Habitat,"Category:Aquatic Communities"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-28,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-28,Text,"Use easements and value taxation, and fee simple purchase for land conservation or preservation."
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-28,NCWAP15 Index,"4.2.2"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-28,Habitat,"Category:Aquatic Communities"
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-29,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-29,Text,"Protect existing large blocks of habitat and restore connections between these blocks, as this will not only benefit the species in this group, but will enhance the viability of the state's native biodiversity overall."
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-29,NCWAP15 Index,"4.4.17"
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-30,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-30,Text,"Preserve riparian buffers and floodplains, especially where clearcutting near wetlands causes higher solar radiation and an increase in probability of wetlands drying out."
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-30,NCWAP15 Index,"4.4.17"
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-31,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-31,Text,"Place a high priority on protecting wetlands and adjacent uplands through acquisition or easement."
ncwap15-4.4.17-conservation-programs-and-partnerships-priority-31,NCWAP15 Index,"4.4.17"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-32,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-32,Text,"Promote efforts to control stormwater management and point source pollution."
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-32,NCWAP15 Index,"4.2.2"
ncwap15-4.2.2-conservation-programs-and-partnerships-priority-32,Habitat,"Category:Aquatic Communities"
ncwap15-4.3.9-conservation-programs-and-partnerships-priority-33,Priority Type,"Conservation Programs And Partnerships Priority"
ncwap15-4.3.9-conservation-programs-and-partnerships-priority-33,Text,"Make every effort to maintain continuous gradients between wetland and upland sites; roads, agriculture, or forestry operations between complimentary sites may render them ineffective at supporting amphibian and reptile populations (Bailey et al. 2004; NCWRC 2005)."
ncwap15-4.3.9-conservation-programs-and-partnerships-priority-33,NCWAP15 Index,"4.3.9"
